;Libellé commune ou ARM;Région;Département;Hypermarché;Supermarché;Grande surface de bricolage;Supérette;Epicerie;Boulangerie;Boucherie charcuterie;Produits surgelés;Poissonnerie;Librairie papeterie journaux;Magasin de vêtements;Magasin d'équipements du foyer;Magasin de chaussures;Magasin d'électroménager et de matériel audio-vidéo;Magasin de meubles;Magasin d'articles de sports et de loisirs;Magasin de revêtements murs et sols;Droguerie quincaillerie bricolage;Parfumerie - Cosmétique;Horlogerie Bijouterie;Fleuriste - Jardinerie - Animalerie;Magasin d'optique;Magasin de matériel médical et orthopédique;Station service
0;LIBGEO;REG;DEP;NB_B101;NB_B102;NB_B103;NB_B201;NB_B202;NB_B203;NB_B204;NB_B205;NB_B206;NB_B301;NB_B302;NB_B303;NB_B304;NB_B305;NB_B306;NB_B307;NB_B308;NB_B309;NB_B310;NB_B311;NB_B312;NB_B313;NB_B315;NB_B316
222;Monthieux;84;01;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
223;Montluel;84;01;0;1;0;0;3;4;5;0;0;1;4;0;0;0;1;0;0;0;0;0;2;2;1;1
224;Montmerle-sur-Saône;84;01;0;0;0;2;0;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;0
225;Montracol;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
226;Montréal-la-Cluse;84;01;0;1;0;0;1;3;3;0;1;0;1;1;0;0;0;1;1;3;0;0;2;2;0;1
227;Montrevel-en-Bresse;84;01;0;2;0;0;0;4;5;0;1;1;4;1;2;0;0;0;0;0;1;0;1;2;1;1
228;Nurieux-Volognat;84;01;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
229;Murs-et-Gélignieux;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230;Nantua;84;01;0;1;0;1;5;3;1;0;0;0;4;0;1;0;1;0;0;0;0;0;1;0;1;1
231;Neuville-les-Dames;84;01;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232;Neuville-sur-Ain;84;01;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
233;Les Neyrolles;84;01;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;Neyron;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235;Niévroz;84;01;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
236;Nivollet-Montgriffon;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
237;Oncieu;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
238;Ordonnaz;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
239;Ornex;84;01;0;0;1;0;1;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0
240;Outriaz;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
241;Oyonnax;84;01;0;5;1;2;10;15;4;0;0;7;41;7;7;0;6;6;0;1;5;4;8;7;2;3
242;Ozan;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
243;Parcieux;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
244;Parves et Nattages;84;01;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
245;Péron;84;01;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
246;Péronnas;84;01;0;2;1;0;0;3;1;0;0;1;1;3;1;1;9;1;0;2;0;0;1;0;0;2
247;Pérouges;84;01;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
248;Perrex;84;01;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
249;Peyriat;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250;Peyrieu;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
251;Peyzieux-sur-Saône;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
252;Pirajoux;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
253;Pizay;84;01;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
254;Plagne;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
255;Le Plantay;84;01;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
256;Polliat;84;01;0;1;0;0;0;3;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1
257;Pollieu;84;01;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
258;Poncin;84;01;0;0;0;1;0;2;1;0;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0
259;Pont-d'Ain;84;01;0;1;0;0;3;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;2
260;Pont-de-Vaux;84;01;0;1;0;0;1;4;2;0;0;3;10;1;1;1;0;1;0;1;0;2;4;2;1;0
261;Pont-de-Veyle;84;01;0;0;0;0;0;4;4;0;0;1;0;0;0;1;0;0;0;2;1;0;1;1;0;0
262;Port;84;01;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
263;Pougny;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
264;Pouillat;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
265;Prémeyzel;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
266;Prémillieu;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
267;Prévessin-Moëns;84;01;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;2;0;1;0;0;1;1;0;0
268;Priay;84;01;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
269;Ramasse;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270;Rancé;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
271;Relevant;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
272;Replonges;84;01;0;1;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1
273;Revonnas;84;01;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
274;Reyrieux;84;01;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;2;0
275;Reyssouze;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
276;Rignieux-le-Franc;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
277;Romans;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
278;Rossillon;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
279;Ruffieu;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
280;Saint-Alban;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
281;Saint-André-de-Bâgé;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
282;Saint-André-de-Corcy;84;01;0;1;0;0;0;5;3;0;0;0;0;1;0;0;0;1;0;0;0;0;3;2;2;2
283;Saint-André-d'Huiriat;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
284;Saint-André-le-Bouchoux;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
285;Saint-André-sur-Vieux-Jonc;84;01;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
286;Saint-Bénigne;84;01;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
287;Groslée-Saint-Benoit;84;01;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
288;Saint-Bernard;84;01;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
289;Sainte-Croix;84;01;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
290;Saint-Cyr-sur-Menthon;84;01;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
291;Saint-Denis-lès-Bourg;84;01;0;2;1;0;1;1;0;1;0;0;0;1;0;0;1;1;0;0;1;0;3;0;0;2
292;Saint-Denis-en-Bugey;84;01;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
293;Saint-Didier-d'Aussiat;84;01;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
294;Saint-Didier-de-Formans;84;01;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
295;Saint-Didier-sur-Chalaronne;84;01;0;1;0;0;0;2;2;0;0;0;1;0;0;0;0;1;0;1;0;0;3;1;0;1
296;Saint-Éloi;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
297;Saint-Étienne-du-Bois;84;01;0;1;0;1;1;3;1;0;0;0;0;0;0;1;0;0;0;1;0;1;2;1;0;2
298;Saint-Étienne-sur-Chalaronne;84;01;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
299;Saint-Étienne-sur-Reyssouze;84;01;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
300;Sainte-Euphémie;84;01;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301;Saint-Genis-Pouilly;84;01;0;5;4;2;1;2;3;0;0;1;5;2;0;0;10;1;1;2;0;0;3;1;3;2
302;Saint-Genis-sur-Menthon;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
303;Saint-Georges-sur-Renon;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
304;Saint-Germain-de-Joux;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
305;Saint-Germain-les-Paroisses;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
306;Saint-Germain-sur-Renon;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
307;Saint-Jean-de-Gonville;84;01;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
308;Saint-Jean-de-Niost;84;01;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
309;Saint-Jean-de-Thurigneux;84;01;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
310;Saint-Jean-le-Vieux;84;01;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
311;Saint-Jean-sur-Reyssouze;84;01;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
312;Saint-Jean-sur-Veyle;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
313;Sainte-Julie;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
314;Saint-Julien-sur-Reyssouze;84;01;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
315;Saint-Julien-sur-Veyle;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
316;Saint-Just;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
317;Saint-Laurent-sur-Saône;84;01;0;0;0;0;1;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0
318;Saint-Marcel;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
319;Saint-Martin-de-Bavel;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320;Saint-Martin-du-Frêne;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
321;Saint-Martin-du-Mont;84;01;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
322;Saint-Martin-le-Châtel;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
323;Saint-Maurice-de-Beynost;84;01;0;1;1;0;1;4;2;0;0;2;0;0;0;1;0;0;0;0;0;1;1;0;0;0
324;Saint-Maurice-de-Gourdans;84;01;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
325;Saint-Maurice-de-Rémens;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
326;Saint-Nizier-le-Bouchoux;84;01;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
327;Saint-Nizier-le-Désert;84;01;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
328;Sainte-Olive;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
329;Saint-Paul-de-Varax;84;01;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
330;Saint-Rambert-en-Bugey;84;01;0;1;0;0;3;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1
331;Saint-Rémy;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
332;Saint-Sorlin-en-Bugey;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
333;Saint-Sulpice;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
334;Saint-Trivier-de-Courtes;84;01;0;1;0;1;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1
335;Saint-Trivier-sur-Moignans;84;01;0;0;0;0;1;1;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
336;Saint-Vulbas;84;01;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
337;Salavre;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
338;Samognat;84;01;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
339;Sandrans;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
340;Sault-Brénaz;84;01;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341;Sauverny;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
342;Savigneux;84;01;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343;Ségny;84;01;1;0;0;0;0;2;0;0;0;1;1;1;1;0;1;1;0;0;0;2;1;1;0;1
344;Seillonnaz;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
345;Sergy;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
346;Sermoyer;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
347;Serrières-de-Briord;84;01;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
348;Serrières-sur-Ain;84;01;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
349;Servas;84;01;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
350;Servignat;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351;Seyssel;84;01;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
352;Simandre-sur-Suran;84;01;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
353;Sonthonnax-la-Montagne;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
354;Souclin;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
355;Sulignat;84;01;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
356;Talissieu;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
357;Tenay;84;01;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
358;Thil;84;01;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
359;Thoiry;84;01;1;0;1;0;1;4;1;1;0;1;35;5;6;0;3;5;0;2;5;5;2;3;0;1
360;Thoissey;84;01;0;0;0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0
361;Torcieu;84;01;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
362;Tossiat;84;01;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
363;Toussieux;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
364;Tramoyes;84;01;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
365;La Tranclière;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366;Val-Revermont;84;01;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
367;Trévoux;84;01;0;1;0;0;1;7;2;0;0;3;5;1;1;0;2;2;0;1;0;1;2;2;0;1
368;Valeins;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
369;Vandeins;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370;Varambon;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371;Vaux-en-Bugey;84;01;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
372;Verjon;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
373;Vernoux;84;01;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
374;Versailleux;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
375;Versonnex;84;01;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
376;Vesancy;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
377;Vescours;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
378;Vésines;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
379;Vieu-d'Izenave;84;01;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
380;Villars-les-Dombes;84;01;0;2;1;0;1;4;2;0;0;1;4;2;0;1;2;0;0;0;0;0;5;1;0;1
381;Villebois;84;01;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
382;Villemotier;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;Villeneuve;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
384;Villereversure;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
385;Villes;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
386;Villette-sur-Ain;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
387;Villieu-Loyes-Mollon;84;01;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
388;Viriat;84;01;0;1;2;0;2;6;3;1;0;4;10;6;5;1;5;3;1;3;1;0;4;2;1;3
389;Virieu-le-Grand;84;01;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
390;Arvière-en-Valromey;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
391;Virignin;84;01;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
392;Vongnes;84;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
393;Vonnas;84;01;0;2;0;0;0;2;1;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;2
394;Abbécourt;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
395;Achery;32;02;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
396;Acy;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
397;Agnicourt-et-Séchelles;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
398;Aguilcourt;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
399;Aisonville-et-Bernoville;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400;Aizelles;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401;Aizy-Jouy;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402;Alaincourt;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
403;Allemant;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404;Ambleny;32;02;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
405;Ambrief;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406;Amifontaine;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407;Amigny-Rouy;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
408;Ancienville;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
409;Andelain;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
410;Anguilcourt-le-Sart;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
411;Anizy-le-Grand;32;02;0;1;1;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1
412;Annois;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
413;Any-Martin-Rieux;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
414;Archon;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
415;Arcy-Sainte-Restitue;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
416;Armentières-sur-Ourcq;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
417;Arrancy;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
418;Artemps;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
419;Assis-sur-Serre;32;02;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420;Athies-sous-Laon;32;02;0;0;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
421;Attilly;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
422;Aubencheul-aux-Bois;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
423;Aubenton;32;02;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
424;Aubigny-aux-Kaisnes;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
425;Aubigny-en-Laonnois;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
426;Audignicourt;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
427;Audigny;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
428;Augy;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
429;Aulnois-sous-Laon;32;02;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
430;Les Autels;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;Autremencourt;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
432;Autreppes;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
433;Autreville;32;02;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
434;Azy-sur-Marne;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
435;Bagneux;32;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
